name	plot	weight	weightRatio	presence	no	date	block	position	watering	seedmix	seetDensity	substrate	brickType	brickRatio	acid	grassMass	forbMass	vegCov4	vegCov6	vegCov8	vegCov10	vegCov11	vegCov13	extraspecNo	specPres	specAbs	estRate
Alopecurus_pratensis	A07	0.01	0.028	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Anthoxanthum_odoratum	A07	0	0.001	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Briza_media	A07	0.1	0.215	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Bromus_hordeaceus	A07	0.01	0.015	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Campanula_patula	A07	0	0.002	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Campanula_rotundifolia	A07	0.02	0.04	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Crepis_biennis	A07	0	0	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Geranium_pratense	A07	0.05	0.1	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Leontodon_hispidus	A07	0	0.007	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Leucanthemum_vulgare	A07	0.06	0.121	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Medicago_lupulina	A07	0	0.004	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Onobrychis_viciifolia	A07	0.07	0.146	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Phleum_pratense	A07	0.02	0.041	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Plantago_media	A07	0.05	0.109	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Ranunculus_acris	A07	0	0.008	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Ranunculus_bulbosus	A07	0.08	0.164	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Saxifraga_granulata	A07	0	0	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Silene_dioica	A07	0	0	1	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Veronica_chamaedrys	A07	0	0.001	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Vicia_sepium	A07	0	0	0	7	NA	A	o	0.5	Robust	4	NA	Clean	5	Acid	6.1	10.9	27.6	50.5	55.2	41	72.4	53.1	1	12	8	0.6
Achillea_millefolium	A13	0	0	1	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Anthoxanthum_odoratum	A13	0	0.004	0	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Campanula_glomerata	A13	0.08	0.166	1	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Cardamine_pratensis	A13	0	0	0	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Crepis_biennis	A13	0	0.001	1	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Cynosurus_cristatus	A13	0.05	0.114	0	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Galium_album	A13	0	0	1	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Helictotrichon_pubescens	A13	0.13	0.269	0	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Onobrychis_viciifolia	A13	0.02	0.048	1	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Phleum_pratense	A13	0.07	0.145	0	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Plantago_lanceolata	A13	0	0.001	1	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Plantago_media	A13	0	0.002	1	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Primula_veris	A13	0.05	0.097	0	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Silene_dioica	A13	0.03	0.059	1	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Thymus_pulegioides	A13	0	0.001	1	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Tragopogon_pratensis	A13	0.01	0.019	0	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Trisetum_flavescens	A13	0.03	0.069	1	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Veronica_chamaedrys	A13	0	0.003	1	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Vicia_cracca	A13	0	0.001	0	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Vicia_sepium	A13	0	0.001	0	13	NA	A	o	0.5	Vigorous	4	NA	Clean	30	Acid	10.2	5.6	20.1	24.5	34.5	35.9	55.5	51	1	11	9	0.55
Achillea_millefolium	A15	0.01	0.012	1	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Anthoxanthum_odoratum	A15	0.03	0.059	1	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Briza_media	A15	0.06	0.133	1	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Bromus_erectus	A15	0.12	0.259	0	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Campanula_patula	A15	0.06	0.12	1	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Campanula_rotundifolia	A15	0.01	0.021	1	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Daucus_carota	A15	0	0.006	1	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Festuca_rubra	A15	0.02	0.043	0	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Helictotrichon_pubescens	A15	0.05	0.106	0	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Leucanthemum_vulgare	A15	0	0.007	1	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Medicago_lupulina	A15	0.02	0.035	0	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Onobrychis_viciifolia	A15	0.01	0.01	0	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Primula_veris	A15	0.02	0.035	0	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Prunella_vulgaris	A15	0.02	0.031	1	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Ranunculus_acris	A15	0	0.008	0	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Silene_dioica	A15	0.02	0.047	1	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Silene_flos-cuculi	A15	0.01	0.017	1	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Thymus_pulegioides	A15	0.01	0.021	0	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Veronica_chamaedrys	A15	0.01	0.025	1	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Vicia_cracca	A15	0	0.004	0	15	NA	A	o	0.5	Vigorous	4	NA	Clean	5	Acid	2.7	16.1	17.2	25.1	37.1	36.7	64.2	70.6	1	11	9	0.55
Alopecurus_pratensis	Ae1	0.01	0.031	1	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Anthoxanthum_odoratum	Ae1	0	0.01	0	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Briza_media	Ae1	0.03	0.071	0	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Campanula_rotundifolia	Ae1	0.04	0.079	1	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Cynosurus_cristatus	Ae1	0.02	0.045	1	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Festuca_rubra	Ae1	0.07	0.143	0	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Galium_album	Ae1	0.01	0.02	1	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Geranium_pratense	Ae1	0.03	0.06	0	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Hypochaeris_radicata	Ae1	0	0.001	1	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Onobrychis_viciifolia	Ae1	0.06	0.13	0	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Primula_veris	Ae1	0.1	0.203	0	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Prunella_vulgaris	Ae1	0	0.008	0	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Ranunculus_acris	Ae1	0.01	0.027	1	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Saxifraga_granulata	Ae1	0.01	0.015	0	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Silene_dioica	Ae1	0	0.003	1	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Silene_flos-cuculi	Ae1	0.01	0.027	1	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Thymus_pulegioides	Ae1	0.01	0.023	1	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Tragopogon_pratensis	Ae1	0.04	0.084	1	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Vicia_cracca	Ae1	0.01	0.018	0	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Vicia_sepium	Ae1	0	0.002	0	17	NA	A	o	0.5	Robust	4	NA	Demolition	30	Acid	2.8	8.7	12.3	26.9	28.3	25	47.7	48.1	1	10	10	0.5
Achillea_millefolium	Ae2	0.06	0.124	1	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Agrostis_capillaris	Ae2	0.03	0.071	1	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Alopecurus_pratensis	Ae2	0.02	0.049	1	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Bromus_erectus	Ae2	0.06	0.129	0	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Bromus_hordeaceus	Ae2	0.01	0.015	0	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Campanula_glomerata	Ae2	0.01	0.03	1	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Campanula_patula	Ae2	0	0.008	0	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Cardamine_pratensis	Ae2	0.05	0.106	1	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Geranium_pratense	Ae2	0.01	0.019	0	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Helictotrichon_pubescens	Ae2	0.02	0.035	0	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Hypochaeris_radicata	Ae2	0	0.002	1	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Medicago_lupulina	Ae2	0.01	0.015	1	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Onobrychis_viciifolia	Ae2	0.06	0.132	1	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Primula_veris	Ae2	0.05	0.1	0	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Prunella_vulgaris	Ae2	0	0.003	1	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Ranunculus_bulbosus	Ae2	0.03	0.07	0	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Thymus_pulegioides	Ae2	0.01	0.018	1	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Tragopogon_pratensis	Ae2	0.03	0.063	0	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Veronica_chamaedrys	Ae2	0	0.007	0	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Vicia_sepium	Ae2	0	0.003	0	18	NA	A	o	0.5	Robust	4	NA	Demolition	5	Acid	1.1	14.9	28	50.3	46	39	68.8	42.7	1	10	10	0.5
Campanula_rotundifolia	Ae3	0	0.006	1	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Cardamine_pratensis	Ae3	0	0	0	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Crepis_biennis	Ae3	0	0	1	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Festuca_rubra	Ae3	0	0	0	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Galium_album	Ae3	0	0	1	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Geranium_pratense	Ae3	0.07	0.148	1	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Helictotrichon_pubescens	Ae3	0	0.004	0	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Hypochaeris_radicata	Ae3	0	0	1	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Leucanthemum_vulgare	Ae3	0	0	1	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Medicago_lupulina	Ae3	0.02	0.05	0	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Onobrychis_viciifolia	Ae3	0	0	0	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Phleum_pratense	Ae3	0.27	0.565	0	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Plantago_lanceolata	Ae3	0	0	1	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Poa_angustifolia	Ae3	0	0	0	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Primula_veris	Ae3	0.06	0.135	0	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Ranunculus_acris	Ae3	0	0	0	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Silene_flos-cuculi	Ae3	0	0.004	1	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Thymus_pulegioides	Ae3	0.03	0.057	1	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Trisetum_flavescens	Ae3	0.01	0.031	0	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Vicia_cracca	Ae3	0	0	1	19	NA	A	o	0.5	Vigorous	4	NA	Demolition	30	Acid	12	2.8	23.4	32.6	29.9	28.1	42.2	35.3	0	10	10	0.5
Achillea_millefolium	Ae4	0.01	0.013	1	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
Alopecurus_pratensis	Ae4	0.03	0.064	1	20	NA	A	o	0.5	Vigorous	4	NA	Demolition	5	Acid	7.2	10.2	18.5	35.3	31.4	29.2	53.4	56.5	0	12	8	0.6
